game_id,season_academic_year,game_date,game_date_utc,local_time_zone,duration_sec,periods_played,overtime_periods_played,is_exhibition,neutral_site,attendance,venue_name,venue_city,venue_state,venue_lat,venue_lon,team_id,school_id,team_name,is_home,is_win,team_score,team_game_number,sGames,sGoals,sAssists,sPoints,sShotAttempts,sTotalShotAttempts,sBlocks,sPlusMinus,sPowerPlayGoals,sTeamPowerPlayGoalAtt,sPowerPlayShots,sPowerPlayAssists,sPowerPlayPercentage,sShortHandedShots,sPenalties,sMinorPenalty,sMajorPenalty,sGameMisconduct,sPenaltyMinutes,sFaceoffsWon,sFaceoffsLost,sFaceoffPercentage,sGoalieMinutes,sGoalsAllowed,sSaves,sSavePercentage,sGoalsAgAverage,sGoals_p1,sShotAttempts_p1,sPenaltyMinutes_p1,sPenalties_p1,sFaceoffsWon_p1,sFaceoffsLost_p1,sGoalsAllowed_p1,sSaves_p1,sGoals_p2,sShotAttempts_p2,sPenaltyMinutes_p2,sPenalties_p2,sFaceoffsWon_p2,sFaceoffsLost_p2,sGoalsAllowed_p2,sSaves_p2,sGoals_p3,sShotAttempts_p3,sPenaltyMinutes_p3,sPenalties_p3,sFaceoffsWon_p3,sFaceoffsLost_p3,sGoalsAllowed_p3,sSaves_p3,boxscore_link,iframe_id,opponent_score,scoring_margin,travel_distance,rest_days,timezone_offset,timezone_shift,travel_distance_norm,rest_days_norm,timezone_shift_norm,travel_intensity,is_away,travel_intensity_category
5722454,2025,2025-01-18T17:00:00.000Z,2025-01-18T23:00:00.000Z,America/Chicago,9540,4,1,False,False,10346,3M Arena at Mariucci,Minneapolis,MN,44.9781197,-93.2280266,592923,513,Notre Dame,False,True,4,24,1,4,8,12,31,51,14,3.0,,2,7.0,,0.0,,2.0,2.0,,,4.0,30,31,0.491803278688525,3826.00002,3,30,0.909090909090909,2.82279141232205,1.0,11,,,9,6,1,13,2.0,15,2.0,1.0,14,12,1,8,,2,2.0,1.0,6,12,1,8,https://fightingirish.com/boxscore/416760/,5722454,3,1,0.0,0.0,-6,0.0,0.0,1.0,0.0,0.4,1,Medium
5729023,2025,2025-02-21T19:30:00.000Z,2025-02-22T01:30:00.000Z,America/Chicago,9660,3,0,False,False,12463,Kohl Center,Madison,WI,43.0694893,-89.3969716,592923,513,Notre Dame,False,False,3,31,1,3,6,9,25,52,11,-25.0,2.0,7,12.0,4.0,0.285714285714286,,4.0,4.0,,,8.0,29,31,0.483333333333333,3600.0,7,24,0.774193548387097,7.0,,6,2.0,1.0,11,9,4,11,2.0,11,,,8,13,2,9,1.0,8,6.0,3.0,10,9,1,4,https://fightingirish.com/boxscore/416767/,5729023,7,-4,231.52684729185358,34.0,-6,0.0,0.0651100891884024,0.29166666666666663,0.0,0.14271070234202762,1,Low
5729024,2025,2025-02-22T19:30:00.000Z,2025-02-23T01:30:00.000Z,America/Chicago,9600,3,0,False,False,12959,Kohl Center,Madison,WI,43.0694893,-89.3969716,592923,513,Notre Dame,False,True,6,32,1,6,11,17,24,40,19,18.0,1.0,5,3.0,2.0,0.2,2.0,9.0,6.0,1.0,1.0,37.0,24,28,0.461538461538462,3600.0,1,31,0.96875,1.0,2.0,9,2.0,1.0,7,8,0,9,2.0,8,8.0,4.0,13,12,1,14,2.0,7,27.0,4.0,4,8,0,8,https://fightingirish.com/boxscore/416768/,5729024,1,5,0.0,1.0,-6,0.0,0.0,0.9791666666666666,0.0,0.39166666666666666,1,Medium
6364024,2025,2025-03-07T20:00:00.000Z,2025-03-08T02:00:00.000Z,America/Chicago,9120,3,0,False,False,5551,3M Arena at Mariucci,Minneapolis,MN,44.9781197,-93.2280266,592923,513,Notre Dame,False,True,3,35,1,3,3,6,24,35,15,10.0,,2,1.0,,0.0,2.0,3.0,3.0,,,6.0,30,29,0.508474576271186,3600.0,2,30,0.9375,2.0,2.0,9,2.0,1.0,10,19,1,12,1.0,9,4.0,2.0,12,6,0,11,,6,,,8,4,1,7,https://fightingirish.com/boxscore/416771/,6364024,2,1,231.52684729185358,13.0,-6,0.0,0.0651100891884024,0.7291666666666667,0.0,0.31771070234202764,1,Low
6364025,2025,2025-03-08T20:00:00.000Z,2025-03-09T02:00:00.000Z,America/Chicago,9120,3,0,False,False,6331,3M Arena at Mariucci,Minneapolis,MN,44.9781197,-93.2280266,592923,513,Notre Dame,False,False,2,36,1,2,4,6,23,47,17,-6.0,,1,,,0.0,,2.0,2.0,,,4.0,20,27,0.425531914893617,3600.0,4,31,0.885714285714286,4.0,,7,2.0,1.0,8,10,0,15,1.0,9,2.0,1.0,7,7,1,10,1.0,7,,,5,10,3,6,https://fightingirish.com/boxscore/434156/,6364025,4,-2,0.0,1.0,-6,0.0,0.0,0.9791666666666666,0.0,0.39166666666666666,1,Medium
6364026,2025,2025-03-09T19:00:00.000Z,2025-03-10T00:00:00.000Z,America/Chicago,9000,3,0,False,False,4642,3M Arena at Mariucci,Minneapolis,MN,44.9781197,-93.2280266,592923,513,Notre Dame,False,True,4,37,1,4,8,12,21,42,23,20.0,,0,,,,,3.0,3.0,,,6.0,36,27,0.571428571428571,3600.0,1,38,0.974358974358974,1.0,1.0,7,2.0,1.0,9,10,0,14,1.0,10,2.0,1.0,15,7,0,10,2.0,4,2.0,1.0,12,10,1,14,https://fightingirish.com/boxscore/434167/,6364026,1,3,0.0,0.0,-6,0.0,0.0,1.0,0.0,0.4,1,Medium
5722642,2025,2024-12-13T19:00:00.000Z,2024-12-14T00:00:00.000Z,America/New_York,8820,4,1,False,False,4009,Value City Arena,Columbus,OH,40.00766,-83.0250631,592925,518,Ohio St.,True,True,2,18,1,2,4,6,43,74,17,-2.0,1.0,2,7.0,2.0,0.5,1.0,2.0,2.0,,,4.0,19,35,0.351851851851852,3712.99998,1,18,0.947368421052632,0.969566393587753,,11,2.0,1.0,8,11,1,7,,18,2.0,1.0,6,10,0,5,1.0,13,,,5,13,0,5,https://fightingirish.com/boxscore/416761/,5722642,1,1,,,-5,,,,,,0,First Game
5722641,2025,2024-12-14T19:00:00.000Z,2024-12-15T00:00:00.000Z,America/New_York,10260,3,0,False,False,4363,Value City Arena,Columbus,OH,40.00766,-83.0250631,592925,518,Ohio St.,True,True,3,19,1,3,6,9,37,56,9,5.0,1.0,4,4.0,2.0,0.25,1.0,2.0,2.0,,,4.0,33,30,0.523809523809524,3600.0,1,14,0.933333333333333,1.0,1.0,16,,,11,5,0,2,1.0,13,,,13,14,1,5,1.0,8,4.0,2.0,9,11,0,7,https://fightingirish.com/boxscore/416762/,5722641,1,2,0.0,1.0,-5,0.0,0.0,0.9791666666666666,0.0,0.39166666666666666,0,Medium
5722305,2025,2025-01-03T20:30:00.000Z,2025-01-04T02:30:00.000Z,America/Chicago,12900,5,2,False,True,25709,Wrigley Field,Chicago,IL,41.9484384,-87.6553327,592927,539,Penn St.,False,,3,17,1,3,5,8,42,69,10,5.0,,2,2.0,,0.0,,2.0,2.0,,,4.0,45,33,0.576923076923077,3900.0,3,43,0.934782608695652,2.76923076923077,1.0,15,2.0,1.0,19,11,2,15,1.0,8,,,11,13,0,11,1.0,17,2.0,1.0,14,7,1,13,https://fightingirish.com/boxscore/413924/,5722305,3,0,,,-6,,,,,,1,First Game
5728388,2025,2024-10-11T19:00:00.000Z,2024-10-11T23:00:00.000Z,America/New_York,8700,3,0,False,False,1510,Appleton Arena,Canton,NY,44.5864296,-75.1660479,592941,607,St. Lawrence,True,False,1,3,1,1,2,3,33,50,12,-15.0,1.0,2,3.0,2.0,0.5,,4.0,4.0,,,8.0,33,34,0.492537313432836,3600.0,4,34,0.894736842105263,4.0,1.0,7,2.0,1.0,12,6,1,13,,8,4.0,2.0,11,12,2,12,,18,2.0,1.0,10,16,1,9,https://fightingirish.com/boxscore/412382/,5728388,4,-3,,,-5,,,,,,0,First Game
5729023,2025,2025-02-21T19:30:00.000Z,2025-02-22T01:30:00.000Z,America/Chicago,9660,3,0,False,False,12463,Kohl Center,Madison,WI,43.0694893,-89.3969716,592953,796,Wisconsin,True,True,7,34,1,7,11,18,31,54,16,24.0,1.0,4,5.0,2.0,0.25,1.0,7.0,7.0,,,14.0,31,29,0.516666666666667,3600.0,3,22,0.88,3.0,4.0,15,2.0,1.0,9,11,0,6,2.0,11,4.0,2.0,13,8,2,9,1.0,5,8.0,4.0,9,10,1,7,https://fightingirish.com/boxscore/416767/,5729023,3,4,,,-6,,,,,,0,First Game
5729024,2025,2025-02-22T19:30:00.000Z,2025-02-23T01:30:00.000Z,America/Chicago,9600,3,0,False,False,12959,Kohl Center,Madison,WI,43.0694893,-89.3969716,592953,796,Wisconsin,True,False,1,35,1,1,2,3,32,63,10,-20.0,,4,7.0,,0.0,2.0,9.0,8.0,,,26.0,28,24,0.538461538461538,3600.0,6,18,0.75,6.0,,9,6.0,3.0,8,7,2,7,1.0,15,8.0,4.0,12,13,2,6,,8,12.0,2.0,8,4,2,5,https://fightingirish.com/boxscore/416768/,5729024,6,-5,0.0,1.0,-6,0.0,0.0,0.9791666666666666,0.0,0.39166666666666666,0,Medium
5722693,2025,2024-11-30T14:00:00.000Z,2024-11-30T19:00:00.000Z,America/New_York,9900,3,0,False,True,9000,SSE arena Belfast,,,54.603643,-5.914228,592967,68,Boston U.,False,True,4,15,1,4,6,10,30,56,11,4.0,,3,7.0,,0.0,1.0,5.0,5.0,,,10.0,25,37,0.403225806451613,3600.0,3,28,0.903225806451613,3.0,1.0,9,2.0,1.0,4,13,2,8,,8,4.0,2.0,9,10,1,6,3.0,13,4.0,2.0,12,14,0,14,https://fightingirish.com/boxscore/412389/,5722693,3,1,,,-5,,,,,,1,First Game
5728391,2025,2024-10-12T19:00:00.000Z,2024-10-12T23:00:00.000Z,America/New_York,9540,3,0,False,False,3110,Cheel Arena,Potsdam,NY,44.6639109,-75.0020218,592974,146,Clarkson,True,False,2,4,1,2,4,6,32,57,19,-7.0,,1,2.0,,0.0,,6.0,6.0,,,12.0,18,29,0.382978723404255,3600.0,5,22,0.814814814814815,5.0,2.0,10,4.0,2.0,5,6,0,6,,11,4.0,2.0,6,11,1,8,,11,4.0,2.0,7,12,5,8,https://fightingirish.com/boxscore/412383/,5728391,5,-3,,,-5,,,,,,0,First Game
5722592,2025,2024-11-15T19:00:00.000Z,2024-11-16T00:00:00.000Z,America/Detroit,9900,3,0,False,False,6555,Munn Ice Arena,East Lansing,MI,42.72832690000001,-84.4893661,592997,416,Michigan St.,True,True,8,9,1,8,15,23,41,75,3,18.0,2.0,3,4.0,4.0,0.666666666666667,5.0,5.0,5.0,,,10.0,38,38,0.5,3600.0,3,27,0.9,3.0,2.0,13,4.0,2.0,12,15,1,7,3.0,9,2.0,1.0,9,17,2,14,3.0,19,4.0,2.0,17,6,0,6,https://fightingirish.com/boxscore/416751/,5722592,3,5,,,-5,,,,,,0,First Game
5722591,2025,2024-11-16T20:00:00.000Z,2024-11-17T01:00:00.000Z,America/Detroit,8700,3,0,False,False,6555,Munn Ice Arena,East Lansing,MI,42.72832690000001,-84.4893661,592997,416,Michigan St.,True,True,4,10,1,4,8,12,30,58,10,10.0,,2,3.0,,0.0,2.0,4.0,4.0,,,8.0,32,29,0.524590163934426,3600.0,3,28,0.903225806451613,3.0,2.0,14,2.0,1.0,11,11,1,6,2.0,9,4.0,2.0,12,6,1,9,,7,2.0,1.0,9,12,1,13,https://fightingirish.com/boxscore/416752/,5722591,3,1,0.0,1.0,-5,0.0,0.0,0.9791666666666666,0.0,0.39166666666666666,0,Medium
6455211,2026,2025-11-26T14:00:00.000Z,2025-11-26T19:00:00.000Z,America/New_York,10440,3,0,False,False,2647,Lawler Rink,North Andover,MA,42.6676731,-71.1197852,610625,410,Merrimack,True,False,4,13,1,4,8,12,35,55,9,-5.0,1.0,4,10.0,2.0,0.25,2.0,5.0,3.0,1.0,1.0,21.0,27,34,0.442622950819672,3600.0,5,28,0.848484848484849,5.0,1.0,15,,,7,13,1,6,2.0,7,19.0,4.0,8,11,0,16,1.0,13,2.0,1.0,12,10,4,6,https://fightingirish.com/boxscore/444181/,6455211,5,-1,,,-5,,,,,,0,First Game
6439384,2026,2025-10-31T19:00:00.000Z,2025-10-31T23:00:00.000Z,America/Indiana/Indianapolis,9480,3,0,False,False,4507, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610632,418,Michigan,False,True,5,9,1,5,10,15,27,44,7,,4.0,7,15.0,8.0,0.571428571428571,,5.0,3.0,,,26.0,21,28,0.428571428571429,3600.0,3,30,0.909090909090909,3.0,1.0,13,,,7,9,0,5,3.0,9,4.0,2.0,10,10,2,12,1.0,5,22.0,3.0,4,9,1,13,https://fightingirish.com/boxscore/446267/,6439384,3,2,,,-5,,,,,,1,First Game
6439397,2026,2025-11-01T18:00:00.000Z,2025-11-01T22:00:00.000Z,America/Indiana/Indianapolis,10020,4,1,False,False,5039, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610632,418,Michigan,False,True,2,10,1,2,4,6,40,65,10,4.0,,2,1.0,,0.0,2.0,3.0,3.0,,,6.0,31,30,0.508196721311475,3748.99998,1,19,0.95,0.960256073407608,,11,4.0,2.0,9,11,1,7,,9,,,9,12,0,6,1.0,17,2.0,1.0,10,7,0,5,https://fightingirish.com/boxscore/446268/,6439397,1,1,0.0,0.0,-5,0.0,0.0,1.0,0.0,0.4,1,Medium
6455525,2026,2025-10-10T19:00:00.000Z,2025-10-11T02:00:00.000Z,America/Phoenix,10920,3,0,False,False,5039,Mullett Arena,Tempe,AZ,33.4266174,-111.9286578,610660,513,Notre Dame,False,False,3,1,1,3,5,8,50,76,11,-14.0,1.0,5,6.0,2.0,0.2,1.0,6.0,4.0,1.0,1.0,23.0,28,33,0.459016393442623,3600.0,5,33,0.868421052631579,5.0,,12,19.0,4.0,11,9,2,13,2.0,18,2.0,1.0,7,12,3,10,1.0,20,2.0,1.0,10,12,0,10,https://fightingirish.com/boxscore/444175/,6455525,5,-2,,,-7,,,,,,1,First Game
6438923,2026,2025-10-16T19:00:00.000Z,2025-10-16T23:00:00.000Z,America/Indiana/Indianapolis,8340,3,0,False,False,4366, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,True,8,3,1,8,14,22,47,84,8,18.0,2.0,3,7.0,4.0,0.666666666666667,3.0,5.0,5.0,,,10.0,35,20,0.636363636363636,3600.0,2,19,0.904761904761905,2.0,1.0,13,2.0,1.0,9,3,2,9,4.0,14,6.0,3.0,14,8,0,6,3.0,20,2.0,1.0,12,9,0,4,https://fightingirish.com/boxscore/444177/,6438923,2,6,1511.8080523696087,6.0,-5,2.0,0.4251513734882253,0.875,1.0,0.7200605493952901,0,High
6444097,2026,2025-10-24T19:00:00.000Z,2025-10-24T23:00:00.000Z,America/Indiana/Indianapolis,9420,3,0,False,False,4054, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,True,6,5,1,6,11,17,27,58,10,9.0,1.0,4,7.0,2.0,0.25,,2.0,2.0,,,4.0,44,15,0.745762711864407,3600.0,3,24,0.888888888888889,3.0,2.0,11,,,15,8,2,7,1.0,6,2.0,1.0,10,4,0,6,3.0,10,2.0,1.0,19,3,1,11,https://fightingirish.com/boxscore/444179/,6444097,3,3,0.0,8.0,-5,0.0,0.0,0.8333333333333334,0.0,0.33333333333333337,0,Medium
6439384,2026,2025-10-31T19:00:00.000Z,2025-10-31T23:00:00.000Z,America/Indiana/Indianapolis,9480,3,0,False,False,4507, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,False,3,7,1,3,6,9,33,49,9,,2.0,3,5.0,4.0,0.666666666666667,4.0,9.0,3.0,2.0,2.0,56.0,28,21,0.571428571428571,3600.0,5,22,0.814814814814815,5.0,,5,15.0,2.0,9,7,1,12,2.0,14,17.0,3.0,10,10,3,6,1.0,14,24.0,4.0,9,4,1,4,https://fightingirish.com/boxscore/446267/,6439384,5,-2,0.0,7.0,-5,0.0,0.0,0.8541666666666666,0.0,0.3416666666666667,0,Medium
6439397,2026,2025-11-01T18:00:00.000Z,2025-11-01T22:00:00.000Z,America/Indiana/Indianapolis,10020,4,1,False,False,5039, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,False,1,8,1,1,2,3,20,40,11,-4.0,,2,4.0,,0.0,1.0,3.0,3.0,,,6.0,30,31,0.491803278688525,3748.99998,2,38,0.95,1.92051214681522,1.0,8,4.0,2.0,11,9,0,11,,6,2.0,1.0,12,9,0,9,,5,,,7,10,1,16,https://fightingirish.com/boxscore/446268/,6439397,2,-1,0.0,0.0,-5,0.0,0.0,1.0,0.0,0.4,0,Medium
6456536,2026,2025-11-14T19:00:00.000Z,2025-11-15T00:00:00.000Z,America/Indiana/Indianapolis,9600,3,0,False,False,5243, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,False,1,11,1,1,2,3,25,41,14,-16.0,1.0,2,4.0,2.0,0.5,,4.0,4.0,,,8.0,30,39,0.434782608695652,3600.0,4,43,0.914893617021277,4.0,,10,2.0,1.0,8,15,1,20,1.0,7,4.0,2.0,12,14,1,7,,8,2.0,1.0,10,10,2,16,https://fightingirish.com/boxscore/446271/,6456536,4,-3,0.0,13.0,-5,0.0,0.0,0.7291666666666667,0.0,0.2916666666666667,0,Low
6456537,2026,2025-11-15T18:00:00.000Z,2025-11-15T23:00:00.000Z,America/Indiana/Indianapolis,9180,3,0,False,False,4822, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,False,1,12,1,1,2,3,29,48,9,-16.0,1.0,2,2.0,2.0,0.5,1.0,2.0,2.0,,,4.0,30,33,0.476190476190476,3600.0,3,30,0.909090909090909,3.0,,8,2.0,1.0,11,12,1,9,1.0,7,,,10,12,1,11,,14,2.0,1.0,9,9,1,10,https://fightingirish.com/boxscore/446272/,6456537,3,-2,0.0,0.0,-5,0.0,0.0,1.0,0.0,0.4,0,Medium
6455211,2026,2025-11-26T14:00:00.000Z,2025-11-26T19:00:00.000Z,America/New_York,10440,3,0,False,False,2647,Lawler Rink,North Andover,MA,42.6676731,-71.1197852,610660,513,Notre Dame,False,True,5,13,1,5,10,15,33,57,10,5.0,1.0,3,7.0,2.0,0.333333333333333,,5.0,5.0,,,10.0,34,27,0.557377049180328,3600.0,4,31,0.885714285714286,4.0,1.0,7,2.0,1.0,13,7,1,14,,16,6.0,3.0,11,8,2,5,4.0,10,2.0,1.0,10,12,1,12,https://fightingirish.com/boxscore/444181/,6455211,4,1,775.6247462194593,10.0,-5,0.0,0.21812155693296947,0.7916666666666666,0.0,0.40391528943985444,1,Medium
6455446,2026,2025-11-28T13:00:00.000Z,2025-11-28T18:00:00.000Z,America/New_York,10620,3,0,False,False,7230,Kelley Rink,Boston,MA,42.335077,-71.16759569999999,610660,513,Notre Dame,False,False,3,14,1,3,6,9,23,43,13,-15.0,1.0,3,6.0,2.0,0.333333333333333,,3.0,3.0,,,6.0,35,29,0.546875,3600.0,5,29,0.852941176470588,5.0,1.0,5,4.0,2.0,9,11,0,16,1.0,7,,,12,8,4,6,1.0,11,2.0,1.0,14,10,1,7,https://fightingirish.com/boxscore/444182/,6455446,5,-2,23.110289610761665,1.0,-5,0.0,0.006499086543642688,0.9791666666666666,0.0,0.39426630128412377,1,Medium
6456659,2026,2025-12-05T19:00:00.000Z,2025-12-06T00:00:00.000Z,America/Indiana/Indianapolis,10500,3,0,False,False,5283, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,False,4,15,1,4,6,10,31,50,13,-22.0,1.0,1,1.0,2.0,1.0,2.0,3.0,3.0,,,6.0,43,29,0.597222222222222,3600.0,7,30,0.810810810810811,7.0,2.0,8,,,9,14,0,7,1.0,16,6.0,3.0,13,11,4,14,1.0,7,,,21,4,3,9,https://fightingirish.com/boxscore/446273/,6456659,7,-3,773.5793061736462,7.0,-5,0.0,0.21754633731861284,0.8541666666666666,0.0,0.42868520159411183,0,Medium
6456660,2026,2025-12-06T18:00:00.000Z,2025-12-06T23:00:00.000Z,America/Indiana/Indianapolis,10740,3,0,False,False,5046, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610660,513,Notre Dame,True,False,2,16,1,2,4,6,33,47,15,-40.0,1.0,3,6.0,2.0,0.333333333333333,3.0,10.0,5.0,2.0,,50.0,30,30,0.5,3600.0,9,27,0.75,9.0,,9,15.0,2.0,11,10,4,6,1.0,14,6.0,3.0,7,9,1,8,1.0,10,29.0,5.0,12,11,4,13,https://fightingirish.com/boxscore/446274/,6456660,9,-7,0.0,0.0,-5,0.0,0.0,1.0,0.0,0.4,0,Medium
6438923,2026,2025-10-16T19:00:00.000Z,2025-10-16T23:00:00.000Z,America/Indiana/Indianapolis,8340,3,0,False,False,4366, Notre Dame Compton Family Ice Arena ,Notre Dame,IN,41.6938171,-86.2310289,610690,607,St. Lawrence,False,False,2,5,1,2,4,6,21,40,18,-18.0,,4,3.0,,0.0,,4.0,4.0,,,8.0,20,35,0.363636363636364,3600.0,8,39,0.829787234042553,8.0,2.0,11,,,3,9,1,12,,6,2.0,1.0,8,14,4,10,,4,6.0,3.0,9,12,3,17,https://fightingirish.com/boxscore/444177/,6438923,8,-6,,,-5,,,,,,1,First Game
